id,transcription
1287,WHILST HIM TO HIM WELL ENOUGH AS HIS SCIENCE BUT HE NEVER COULD DISCOVER A PRACTICAL CASE WHERE IT APPEARED TO HIM WORTH WHILE TO GO TO LAW AND ALL THE CLIENT TO STOP WITH THIS NEW CLERK AND THE ANTI ROOM OF THE LAW'S WERE HE WAS WRITING DELIBERATELY ADVISED TO SETTLE
1288,IT IS SUCH A NOBLE AMBITION THAT IT IS A PITY IT HAS USUALLY SUCH A SHALLOW FOUNDATION
1289,SHE WANTED TO BE AGAIN AT THE TOP OF THE LETTER
1290,THOUGH OF THERE FOR A RED VILLAGEANTLY IN THEASTERN LIBRARY LAND LITERARY WORKS THAT SHOULD COMPEL ATTENTION AND NURSED HIS GENIUS
1291,HE HAD NO FRIEND WISE ENOUGH TO TELL HIM TO STEP INTO THE DOORKING CONVENTION THEN IN SESSION MAKE A SKETCH OF THE MEN AND WOMEN ON THE PLATFORM AND TAKE IT TO THE EDITOR OF THE DAILY GRAVE FINE AND SEE WHAT HE COULD GET A LINE FOR IT
1292,OH VERY WELL SAID RING GO TURNING AWAY WITH HIS SHADE OF CONTEMPT YOU'LL FIND IF YOU ARE GOING INTO A LITTER AND NEWSPAPER WORK THAT YOU CAN'T AFFORD A CONSCIENCE LIKE THAT
1293,BUT IT'LL HAVE DID AFFORD IT AND HE WROTE THEY KING HIS FRIENDS AND DECLINING BECAUSE HE SAID THE PLUTIFUL SCHEME WOULD FAIL AND OUGHT TO FEEL
1294,AND HE WENT BACK TO HIS BOOKS AND TO HIS WAITING FOR AN OPENING LARGE ENOUGH BRISTING A FIGHT ENTRANCE INTO THE LITERARY WORLD
1295,WELL I'M GOING AS N ENGINEER YOU COULD GO AS ONE
1296,YOU CAN BEGIN BY CARRYING A RAWET AND PUTTING DOWN THE FIGURES
1297,NO WHAT'S NOT TOO SOON
1298,I'D BEEN READY TO GO ANY RARE FOR SIX MONTHS
1299,THE TWO YOUNG MEN WHO WERE BY THIS TIME FULL OF THE ADVENTURE WENT DOWN TO THE WALLS STREET OFFICE OF HENRY'S UNCLE AND HAD A TALK WITH THAT VIOLI OPERATOR
1300,THE NIGHT WAS SPENT IN PACKING UP IN WRITING LETTERS FOR PHILIP WOULD NOT TAKE SUCH AN IMPORTANT STEP WITHOUT INFORMING HIS FRIENDS
1301,WHY IT'S A MISERY SOMEWHERE ON THE FRONT YOU ARE I THINK WE'LL GET A MAP
1302,I WAS AFRAID IT WAS NEAR AT HOME
1303,HE KNEW HIS UNCLE WOULD BE GLAD TO HEAR THAT HE HAD AT LAST TURNED HIS THOUGHTS TO BE PRACTICAL MATTER
1304,HE WELL KNEW THE PERILS OF THE FRONTIER THE SAVAGE STATE OF THE SOCIETY A LURKING INDIANS IN THE DANGERS OF FEVER
1305,SHE WAS TIRED OF OTHERS THINGS
1306,SHE TRIED IT THIS MORNING AND ERRANT YOU UPON THE PIANO SAYING A SIMPLE SONG AND A SWEET BUT SLIGHTLY MAT TALENTED VOICE AND THEN SEATING HERSELF BY THE OPEN WINDOW READ THE LIPS LETTER
1307,WELL MOTHER SAID THE YOUNGEST STUDENT LOOKING UP WITH THE SHADE OF IMPATIENCE
1308,I HOPE THEE TOLD THE OLDER THAT FATHER AND I RESPONSIBLE FOR THE PIANO AND THAT MUCH AS THE LOVE'S MUSIC THE IS NEVER IN THE ROOM WHEN IT IS PLAYED
1309,I HEARD FATHER TELL COUSIN ALICE THAT HE WAS WHIPPED SO OFTEN FOR WHISTLING WHEN HE WAS A BOY THAT HE WAS DETERMINED TO HAVE WHAT CONFINATION HE COULD GET NOW
1310,THY WAY IS GREATLY TRIED ME RUTH AND ALL THY RELATIONS
1311,IS THY FATHER WILLING THESE SHOULD GO AWAY TO A SCHOOL OF THE WORLD'S PEOPLE
1312,I HAVE NOT ASKED HIM RUTH REPLIED WITH A LOOK THAT MIGHT IMPLY THAT SHE WAS ONE OF THOSE DETERMINED LITTLE BODIES WHO FIRST MADE UP HER OWN MIND AND THEN COMPELLED OTHERS TO MAKE UP THEIRS AND ACCORDANCE WITH HERS
1313,MOTHER I AM GOING TO STUDY MENACING
1314,MARGUERITE BULLTON ALMOST LOST FOR A MOMENT HER HABITUAL PLENTY
1315,THE STUDY MEDIFFON
1316,DOES THEE THINK THE COULD STAND ITS SIXTH
1317,AND BE SIDES SUPPOSE THEE THUS LEARN MEDICINE
1318,I WILL PRACTISE IT
1319,WHERE DO YE AND I FAMILY ARE NO
1320,IF I CAN DEPICTIONS
1321,RUTH SAT QUITE STILL FOR A TIME WITH FACE AND TENT AND FLESH IT WAS OUT NOW
1322,THE SIGHT SEIZED RETURNED AND HIGH SPIRIT TO FROM THE CITY
1323,RUTH ASKED THE ENTHUSIASM IF THEY WOULD BY TO LIVE IN SUCH A SOUNDING MUZZLE HIM WITH ITS GREAT HALLS AND ECHOING ROOMS AND NO COMFORTABLE PLACE IN IT FOR THE ACCOMMODATION OF ANY BODY
1324,AND THEN THERE WAS BROAD STREET
1325,THERE CERTAINLY WAS NO INTUIT AND EVEN RUTH WAS FILLED EELPHIA ENOUGH TO BELIEVE THAT A STREET OUGHT NOT TO HAVE ANY END OR ARTIFICIAL PLATE UPON WHICH THE WEARY EYE COULD REST
1326,BUT NEITHER SAINT GERARD NOR BROAD STREET NEITHER WONDERS OF THE MEN NOR THE GLORIES OF THE HALL WERE THE GHOSTS OF OUR FATHERS SIT ALWAYS SHINING THE DECLARATION AND PRESSED THE VISITORS SO MUCH AS THE SPLENDORS OF THE CHESTER'S THAT STREET WINDOWS
1327,IS THEE GOING TO THE YEARLY MEETING RUTH ASKED ONE OF THE GIRLS
1328,I HAVE NOTHING TO WEAR REPLIED THAT IN MERE PERSON
1329,IT HAS OCCUPIED MOTHER A LONG TIME TO FIND AT THE SHOPS THE EXACT SHADE FOR HER NEW BOND IT
1330,AND THEE WON'T GO WHY SHOULD I
1331,IT'S I GO TO MEETING AT ALL I LIKE BEST TO SIT IN THE QUIET OLD HOUSE AND GERMAN TOWN WITH THE WINDOWS ARE ALL OPEN AND I CAN SEE THE TREES AND HEAR THE STIR OF THE LEAVES
1332,IT SUCH A CRUSH AT THE YEARLY MEETING AT ARCHED STREET AND DANDERS THE ROW OF SLEEKING YOUNG MEN WHO LION THE CURVES DON'T AND STIRRED AS WE COME OUT
1333,IT ISN'T SAY BUT IT'S ON THE FRONTIER AND ON THE MAP EVERYTHING YAWNED IS MARKED INDIANS AND DESERT AND LOOKS AS DESOLATE AS A ONE SAY MEETING IT WAS TIME FOR HIM TO DO SOMETHING
1334,IS HE GOING TO SARD A DAILY NEWSPAPER AMONG THE CIPUS
1335,FATHER HE'S UNJUST OF PHILIP HE'S GOING INTO BUSINESS
1336,HE DOESN'T SAY EXACTLY WHAT IT IS SAID RUTH A LITTLE DUBIOUSLY BUT IT'S SOMETHING ABOUT LAND AND RAILROADS AND THE NOSE FATHER THAT FORTUNES ARE MADE NOBODY KNOWS EXACTLY HOW AND IN A NEW COUNTRY
1337,BUT THOUGH THERE'S EYES AND HE ASKED HOW TO KNOW IF HE WILL STOPS SCRIBLING TO MAKE HIS WAY
1338,LET A BOX WOMEN ARE PUT IN TWO MEASURES WERE IT AND PUTTING YOUNG IF WE GO ANYWHERE IT'S IN A BOX THEY'LL DALE AND PEN AND SHUT AND SHUT AND BY DISADIES
1339,WHY SHOULD I REST AND BE STUPID AND SIT IN CONNECTION BECAUSE I AM A GIRL
1340,AND IF I HAD A FORTUNE WOULD THEE WANT ME TO LEAD A USELESS LIFE
1341,AS THE CONSULTED THY MOTHER ABOUT A CAREER I SUPPOSE IT IS A CAREER OF THE ONCE
1342,BUT THAT WISE AND PLACID WOMAN UNDERSTOOD THE SPEAK RABBLE A GREAT DEAL BETTER THAN RUTH UNDERSTOOD HERSELF
1343,RUTH WAS GLAD TO HEAR THAT PHILIP HAD MADE A PUSHING TO THE WORLD AND SHE WAS SURE THAT HIS TALENT AND COURAGE WOULD MAKE A WAY FOR HIM
1344,BUT THE MORE FORGETFULNESS HAD THEN PREVAILED THE MORE POWERFUL WAS THE FORCE OF REMEMBRANCE WHEN SHE AWOKE
1345,MISS MEMBERS HALF AS NOT GOOD
1346,SAID MISSUS WHARTON A FEW MINUTES AFTER
1347,SO THERE IS TO ME AND IT SOUNDED WITH THE SARCASTICS NEAR
1348,AND YET YOU MUST OWN HER BEHAVIOUR HAS WARNED TO THEM HAS IT NOT BEEN IN THIS PARTICULAR INCOHERENT AND UNACCOUNTABLE
1349,NOT THAT I KNOW OF NOT ONE MORE THAT I KNOW OF HE REPLIED WITH A ASTONISHMENT AT WHAT SHE HAD INSINUATED AND YET WITH A PERFECT ASSURANCE THAT SHE WAS IN THE WRONG
1350,PERHAPS I AM THE STAKE IN THE ANSWER SHE
1351,TO ASK ANY MORE QUESTIONS OF YOU I WOULD BE ON FAIR
1352,HE SEEMED TO WAIT FOR HER REPLY BUT AS SHE MADE NONE HE PROCEEDED
1353,OH MY LORD CRIED MISS LUCY WOMEN A MOST FORCIBLE ACCENT YOU ARE THE LESS PERSON HONOR IF SHE WOULD PART ME FOR INTRUSTING
1354,BUT IN SUCH A CASE MISSUS NUMBERS ELECTION OF A HUSBAND SHALL NOT TO RECT MY
1355,IF SHE DOES NOT KNOW HOW TO ESTIMATE HER UN VALUE I DO
1356,IN THE BENNIN OF HER FORTUNE SHE HAS BEAUTY TO CAPTIVATE THE HEART OF ANY MAN AND WITH ALL HER FOLLIES SHE HAS A FRANKNESS IN HER MANNER AN UNAFFECTED WISDOM IN HER THOUGHTS OF A VACITY IN HER CONVERSATION AND WITH A SOFTNESS IN HER DEMURE THAT MIGHT ALONE GAVE ACCENT THE EFFECT IN THE OFFENSIVE MAN
1357,MY LORD MISS MILDER'S TASTE IS NOT A DEPRAVED ONE IT IS BUT TWO REGARD
1358,WHAT CAN YOU MEAN BY THAT MISS WOODLY YOU TALKED MYSTERIOUSLY
1359,IS SHE NOT AFRAID THAT I WILL FEAR HER INCLINATIONS
1360,AGAIN HE SEARCHED TO ZONE THOUGHTS NOR IN EFFECTUALLY AS BEFORE
1361,MISS WOODLY WAS TOO LITTLE FIRST IN THE SUBJECT TO NOW THIS WOULD HAVE BEEN NOT TO LOVE AT ALL AT LEAST NOT TO THE EXTENT OF BREAKING THROUGH ENGAGEMENTS AND ALL THE VARIOUS OBSTACLES THAT STILL MEDIGATED AGAINST THEIR UNION
1362,TO RELIEVE HER FROM BOTH HE LAID HIS HAND WITH FORCE UPON HIS HEART AND SAID DO YOU BELIEVE ME
1363,I WILL MAKE NO UNJUST USE OF WHAT I KNOW HE REPLIED FROM THIS I BELIEVE YOU MY LORD
1364,I HAVE NEVER YET HOWEVER BEEN VANQUISHED BY THEM AND EVEN UPON THIS OCCASION MY REASON SHALL COME BACK THEM TO THE LAST AND MY REASON SHALL FAIL ME BEFORE I DO WRONG
1365,YES DEAD THESE FOUR YEARS AND A GOOD JOB FOR HER TWO
1366,WELL AS I SAY IT'S AN AWFUL QUEER WORLD THEY CLAP ALL THE BURGLARS AND DOWN THE MURDERERS IN THE WHITE BEADERS I ALL ARE THOUGHT A GENERAL RE PROVED WITH A PUNISHMENT FOR A WIFE BEER CAUSE HE PROBABLY HAS A LOT OF OCCASION THAT NOBODY KNOWS
1367,GRANDFALL THERE WAS ALEXANDER CARRY ELE DE DOCTOR OF LAWS THAT IS
1368,MISTER PAPA LAY DOWN HIS BRUSH
1369,I SWAYING TO MAN HE DIRECTLY IF HE DON'T WORK HARD YOU KEEP UP WITH A TERMS DOCTOR OF LAWS
1370,DON'T HE AIN'T A THING HE ORDER SINCE HE WAS BORN
1371,HE KEEPS THAT THOU SHALT NOT COMMANDANT'S FIRST RATE HEN LORD DOES
1372,HE GAVE UP HIS POSITION AND SHUT THE FAMILY UP IN THAT TWO OF A HOUSE SO TO HE COULD STUDY HIS BOOKS
1373,MISTER POPPING SATURATED NOTHING BUT ON THE CONTRARY LEFT MUCH UNSET AND HIS NARRATIVE OF THE FAMILY AT THE HOUSE OF LORDS
1374,HENRY LORD WITH THE DEGREE OF PEACHY TO HIS CREDIT HAD BEEN PROFESSOR OF ZOOLOGY AT A NEW ENGLAND COLLEGE BUT HAD RESIGNED HIS POST IN ORDER TO RIDE A SERIES OF SCIENTIFIC TEXT BOOKS
1375,ALAS IRRITABLE COLD INDIFFERENT HE HAD GONE RAPIDLY MORE SO AS HEARS WENT ON
1376,WHENEVER APPEALED TO HER SENSE OF BEAUTY WAS TO WRITE WAY TO PASS FOR A TO PAPER OR CANVAS
1377,SHE IS WHY OUT TO KNOW HOW TO DO THINGS
1378,SHE MAKES EFFORT AFTER EFFORT TREMBLING WITH EAGERNESS AND WHEN SHE FAILS TO REPRODUCE WHAT SHE SEES SHE WORKS HERSELF INTO A FRENZY OF GRIEF AND DISAPPOINTMENT
1379,WHEN SHE COULD NOT MAKE A RABBIT OR A BIRD LOOK REAL AND PAPER SHE SEARCHED IN HER FATHER'S BOOKS FOR PICTURES OF ITS BONES
1380,SIRREL THERE MUST BE SOME BETTER WE HAVE DOING I JUST DRAW THE OUTLINE OF AN ANIMAL AND THAT I PUT HAIRS OR FEATHERS ON IT THEY HAVE NO BODIES
1381,THEY COULDN'T RUN A MOVE THEIR JUST HASTE BOARD
1382,HE WOULDN'T SEARCH SAID DON'T WORRY REPLIED SIR QUIETLY AND THE TWO LOOKED AT EACH OTHER AND KNEW PAT IT WAS SO
1383,THERE IN THE CEDAR HOLLAD THEN LIVED ALL OF LORD AN ANGRY RECENT LITTLE CREATURE WADED DOWN BY A FIERCE SENSE OF INJURY
1384,ALL OF SMORNFUL BLACK EYES MEN ANDY SPARKLING BROWNLANDS
1385,NANCY'S CURLY CHEST NOT CROSS SHOWN IN THE SUN AND ALL OF STICK BLACK PLATES LOOKED BLACKER BY CONTRAST
1386,SHE IS WONDERFUL MORE WONDERFUL THAN ANYBODY WE'VE EVER SEEN ANYWHERE AND SHE DRAWS BETTER THAN THE TEACHER IN CHARLES TOWN
1387,SHE SAW HER THAN I AM BUT SO TINY AND SAT AND SHY THAT SHE SEEMED LIKE A CHILD
1388,NATY HARMON TRIED THE KITCHEN PUNCTLY SEVERAL TIMES DURING THE EVENING FOR THE WATER HAD TO RUN UP HILL ALL AWAY FROM THE WELL TO THE KITCHEN SAINT AND HE BELIEVED THIS TO BE A CONTINUAL MIRACLE THAT MIGHT GIVE OUT AT ANY MOMENT
1389,TO NIGHT THERE WAS NO NEED OF VEXED HER HE AND THERE WERE GREAT CEREMONIES TO BE OBSERVED IN LIGHTING THE FIRES ON THE HEARTH STANDS
1390,THEY BEGAN WITH THE ONE IN THE FAMILY SITTING ROOM COLONEL WHEELER REAL THIRST AND MISTER AND MISSUS DAU HARMON WITH NADDIE AND RUFFERS MISTER AND MISSUS POPHAM WOULD TAKE ME AND ALLEY JOY OSTANTING IT MY ANGRY GROUPS AND THRILLING WITH DELIGHT AT THE ORDER OF EVENTS
1391,CATHERINE MADE THE TORCH TO AND FRO AS SHE RECITED SOME BEAUTIFUL LINES WRITTEN FOR SOME SUCH PURPOSE AS THAT WHICH CALLED THEM TOGETHER TO NIGHT
1392,BURN AND FIRE BURN SLICKER FLICKER SLAIN
1393,NEXT CAME ALL OF STERN TO HELP IN THE CEREMONIES
1394,ROUGH THIRST AND HAD FOUND A LION OF LATIN FOR THEM IN HIS BELOVED HEARTS TIBER SPILENDET FOCUS FOR YOU THE HEARTH FIRE SHINES
1395,I'LL HAVE HAD PAINTED THE MEADOW ON A LONG NARROW PANEL OF CANVAS AND GIVING IT TO MISTER POPHAM'S STOOD BY THE FIRESIDE WHILE HE DAPPLY FITTED IT INTO THE PLACE PREPARED FOR IT
1396,I LOOKED AT ANOTHER LOVELY GIFT FOR THE YELLOW HOUSE AND MOTHER CAREY RISING AND TO CARRY OUT THE NEXT PART OF THE PROGRAM WE SHALL HAVE TO GO IN PROCESSION UPSTAIRS TO MY BETTER
1397,EXCLAIMED BELOW HER INTO HIS WIFE AS THEY WENT THROUGH THE LIGHTED HALL
1398,ANTAY THE GREATEST
1399,MOTHER CARRIEDWARD COPY THEN AS HE CHOCOLATE AND THE OTHER HERSELF SERVED THE SANITORS AND KATE DUNWOODS AND TAARTS
1400,AT THAT MOMENT THE GENTLEMAN ENTERED DURING A HUGE OBJECT CONCEALED BY A PIECE OF GREEN FELL
1401,A PROJECTING THE DINING TABLE HE CAREFULLY PLACED THE ARTICLE IN THIS CENTRE AND REMOVED A CLOTH
1402,THINK SAT IN MYSELF UN NEVER SEEN ANYTHING US PAPA GOOD MEN WHO COULD DETERMINE UP A WILD ENOUGH SO I CARRIED THIS LITTLE FELLOW HER HOME IN A BUSH OF BASKET ONE NIGHT LAST MONTH AND I'VE BEEN A LEVIN EVEN IN SPITE HIM TOGETHER
1403,MISSUS HARMON THOUGHT HE SANG TO MUCH AND TOLD HER HUSBAND PROPERLY THAT IF HE WAS A CANARY BIRD SHE SHOULD WANT TO KEEP A TABLE COVER EVERY SAID MOST THAN A TIME BUT HE WAS IMMENSELY POPULAR WITH A REST OF HIS AUDIENCE
1404,THE FACE OF THE MAHAVINIAN SHOWN WITH DELIGHT AND WHY NOT WHEN IT WAS DOING EVERYTHING ALMOST EVERYTHING WITHIN THE SKULP OF A PIANO AND YET THE FAMILY HAD ENJOYED WEEKS OF GOOD NOURISHING MEALS ON WHAT HAD BEEN SAVED BY ITS EXERTIONS
1405,WE SHALL OUR EYES THE FLOWERS BLOOM ON WE MURMURED BUT THE CORNEERS FILL WE CHOSE A SHADOW BUT THE SUN THAT CAST IT SHINES BEHIND US STILL
1406,LANK OF SERVICE FOR KING YEARS THREE MONTHS AND FIVE DAYS
1407,HE SEEMED BORN TO PLEASE WITHOUT BEING CONSCIOUS OF THE POWER HE POSSESSED
1408,IT MUST BE OWNED AND NO ONE WAS MORE READY TO CONFESS IT THAN HIMSELF THAT HIS LITERARY ATTAINMENTS WERE BY NO MEANS OF A HIGH ORDER
1409,WE DON'T SPEND TOPS IS A FAVORITE SAYING AMONGST OUR TILERY OFFICERS INDICATING THAT THEY DO NOT SHIRK THEY DUTY BY FRIVOLOUS PURSUITS BUT IT MUST BE CONFESSED THE SERVANT THAT BEING NATURALLY IDLE WAS VERY MUCH GIVEN TO SPINNING TOPS
1410,ONCE IN ACTION HE WAS LEADING A DETACHMENT OF INFANTRY THROUGH AN ENCHMENT
1411,SOMETIMES WHO WOULD WANDER ON FOOT UPON THE SANDY SHORE AND SOMETIMES HE WOULD ENJOY A RIDE ALONG THE SUMMIT OF THE CLIFF ALTOGETHER BEING IN NO HURRY AT ALL TO BRING HIS TASK TO AN END
1412,NO CATHEDRAL I EVEN BURGLAS ITSELF COULD VY WITH THE CHURCH OF MARCHRA
1413,BENZOV'S MOST AMBITIOUS DESIRE WAS TO INDUCE THE CAPTAIN TO GO WITH HIM AND HIS DAYS IN HIS MUCH LOVED HOME AND SO INCESSANTLY WERE SERVED ACTS EARS BESIEGED WITH THE SCRIPTIONS OF THE UNPARALLEL BEAUTIES AND ADVANTAGE AS OF THIS ADVANTAGE
1414,WHEN A PRIVATE AND THE EIGHT CAVALRY HE HAD BEEN ON THE POINT OF QUITTING THE ARMY AT TWENTY EIGHT YEARS OF AGE BUT UNEXPECTEDLY HE HAD BEEN APPOINTED ORDERLY TO CAPTAIN SURVITACK
1415,THE BOND OF UNION IN THUS EFFECTED COULD NEVER BE SUFFERED AND ALTHOUGH BENIGNS OF SUCH ACHIEVEMENTS HAD FAIRLY EARNED HIM THE RIGHT OF RETIREMENT HE FIRMLY DECLINE ALL HONORS OR ANY PENSION THAT MIGHT PART HIM FROM HIS SUPERIOR OFFICER
1416,I MIGHT HIS MASTER HE MADE NO PRETENSION TO ANY GIFT OF POETIC POWER BUT HIS INEXHAUSTIBLE MEMORY MADE HIM A LIVING IN CYCLIPEDIA AND FOR HIS STOCK OF ANECDOTES AND TROOPERS TALES HE WAS MATCHLESS
1417,THUS AS HIS LEGS COULD CARRY HIM SURVIDA HAD MADE HIS WAY TO THE TOP OF THE CLIFF
1418,IT WAS QUITE TRUE THAT A VESSEL WAS IN SIGHT HARDLY MORE THAN SIX MILES FROM THE SHORE BUT OWING TO THE INCREASE IN THE EARTH'S CONVICTITY AND THE CONSEQUENTLYMENT OF THE RANGE OF THE REGION OF THE RIGGING OF THE TOP MASTS ALONE WAS VISIBLE ABOVE THE WATER
1419,EXCLAIMED SERVICE OF ATTACK KEEPING AS I UNMOVED AT HIS TELLA SCOPE
1420,SHE HAS UNDER SAIL BUT SHE IS COUNT TO MICHEAT'S YACH HE WAS RIGHT
1421,IF THE COUNT WERE ON BOARD A STRANGE FACEDALITY WAS BRINGING HIM TO THE PRESENCE OF HIS RIVAL
1422,HE RECKONED THEREFORE NOT ONLY UPON ASCERTAINING THE EXTENT OF THE LATE CATASTROPHE BUT UPON LEARNING ITS CAUSE
1423,THE WIND BEING AT FIRST THE DOVERINA DID NOT MAKE VERY RAPID PROGRESS BUT AS THE WEATHER IN SPITE OF A FEW CLOUDS REMAINED HOME AND THE SEA WAS QUITE SMOOTH SHE WAS ENABLED TO HOLD A STEADY COURSE
1424,SIRVIDA TOOK IT FOR GRANTED THAT THE LINA WAS ENDEAVOURING TO PUT IN
1425,A NARROW CHANNEL FORMED A PASSAGE THROUGH THE RIDGE OF ROCKS THAT PROTECTED IT FROM THE OPEN SEA AND WHICH EVEN IN THE ROUGHEST WEATHER WOULD INSURE THE CALMNESS OF ITS WATERS
1426,SLY CHANGING HER COURSE SHE FIRST STRUCK HER MAIN SAIL AND AN ORDER TO FACILITATE THE MOVEMENTS OF HER HELMS KNOWN CARRIED NOTHING BUT HER TWO TOPS TAILS BREAKING AND GIBB
1427,CAPTAINS ARE VIVID AT HASTENED TOWARD HIM
1428,I LEFT YOU ON A CONTINENT AND HERE I HAVE THE HONOUR OF FINDING YOU ON AN ISLAND
1429,NEVER MIND NOW INTERPOSED THE CAPTAIN WE WILL TALK OF THAT BY AND BY
1430,NOTHING MORE THAN YOU KNOW YOURSELF
1431,ARE YOU CERTAIN THAT THIS IS THE MEDITERRANEAN
1432,FOR SOME MOMENTS HE SEEMED PERFECTLY STUPEFIED AND THEN RECOVERING HIMSELF HE BEGAN TO OVERWHELMED THE COUNT WITH A TORE INTO QUESTIONS
1433,TO ALL THESE INQUIRIES THE COUNT RESPONDED IN THE AFFIRMATIVE
1434,SOME MYSTERIOUS FORCE SEEMED TO HAVE BROUGHT ABOUT A CONVULSION OF THE ELEMENTS
1435,YOU WILL TAKE ME ON BOARD COUNT WILL YOU NOT
1436,MY YACH IS AT YOUR SERVICE SIR EVEN SHOULD YOU REQUIRE TO MAKE A TURE ROUND THE WORLD
1437,THE COUNT SHOOK HIS HEAD
1438,BEFORE STARTING IT WAS INDISPENSABLE WITH THE ENGINE OF THE SUPREMENESS SHOULD BE REPAIRED TO SAIL UNDER CANVAS ONLY WOULD IN CONTRARY WINDS AND ROUGH SEAS BE BOTH CEDIOUS AND DIFFICULT
1439,IT WAS ON THE LAST DAY OF JANUARY THAT THE REPAIRS OF THE SKINNER WERE COMPLETED
1440,A SLIGHT DIMINUTION IN THE EXCESSIVELY HIGH TEMPERATURE WHICH HAD PREVAILED FOR THE LAST FEW WEEKS WAS THE ONLY APPARENT CHANGE IN THE GENERAL ORDER OF THINGS BUT WHETHER THIS WAS TO BE ATTRIBUTED TO ANY ALTERATION IN THE EARTH'S OR BED WAS A QUESTION WHICH WOULD STILL REQUIRE SEVERAL DAYS TO DECIDE
1441,DOUBTS NOW AROSE AND SOME DISCUSSION FOLLOWED WHETHER OR NOT IT WAS DESIRABLE FOR BENZIVE TO ACCOMPANY HIS MASTER
1442,HER SEA GOING QUALITIES WERE EXCELLENT AND WOULD HAVE AMPLY SUFFICED FOR A SECOND NAVIGATION OF THE GLOBE
1443,AFTER AN APPRENTICEHIP ON A MERCHANT SHIP HE HAD ENTERED THE IMPERIAL NAVY AND HAD ALREADY REACHED THE RANK OF LIEUTENANT WHEN THE COUNT APPOINTED HIM TO THE CHARGE OF HIS OWN PRIVATE YACHT IN WHICH HE WAS A CUSTOM TO SPEND BY FAR THE GREATER PART OF HIS TIME THROUGHOUT THE WINTER GENERALLY PLEASING IN THE MATTER
1444,THE LATE ASTOUNDING EVENTS HOWEVER HAD RENDERED PROCOPE MENACEDLY UNEASY AND NOT THE LESS SO FROM HIS CONSCIOUSNESS THAT THE COUNT SECRETLY PART OF HIS OWN ANXIETY
1445,STEEM UP AND CANVAS SPREAD THE SKINNER STARTED EASTWARDS
1446,ALTHOUGH ONLY A MODERATE BREEZE WAS BLOWING THE SEA WAS ROUGH A CIRCUMSTANCE TO BE ACCOUNTED FOR ONLY BY THE DIMINUTION IN THE FORCE OF THE EARTH'S ATTRACTION RENDERING THE LIQUID PARICAL SO BUOYANT THAT BY THE MERE EFFECT OF USALATION THEY WERE CARRIED TO A HEIGHT THAT WAS QUITE AN
1447,FOR A FEW MILES SHE FOLLOWED THE LINE HITHERTO PRESUMABLY OCCUPIED BY THE COAST OF ALGEARIA BUT NO LAND APPEARED TO THE SOUTH
1448,THE LOG AND THE COMPASS THEREFORE WERE ABLE TO BE CALLED UPON TO DO THE WORK OF THE SEXON WHICH HAD BECOME UTTERLY USELESS
1449,THERE'S NO FEAR OF THAT SIR
1450,AD THE EARTH HAS UNDOUBTEDLY ENTERED UPON A NEW ORBET BUT SHE IS NOT ENCOURING ANY PROBABLE RISK OF BEING PERSIPATED ON TO THE SUN
1451,AND WHAT DEMONSTRATION DO YOU OFFER ASKED STRIVID ACT EAGERLY THAT IT WILL NOT HAPPEN
1452,OCIOUS AND RAIN
1453,ALL THE IMAGES OF HIS PAST LIFE FLOATED UPON HIS MEMORY HIS THOUGHTS SPED A WAY TO HIS NATIVE FRANCE ONLY TO RETURN AGAIN TO WONDER WHETHER THE DEPTHS OF OCEAN WOULD REVEAL ANY TRACES OF THE AJURIANT METROPOLIS
1454,IS IT NOT IMPOSSIBLE HE MURMURED ALOUD THAT ANY CITY SHOULD DISAPPEAR SO COMPLETELY
1455,WOULD NOT THE LOFTIEST EMINENCE OF THE CITY HAD LEAST BE VISIBLE
1456,I'M OTHER CIRCUMSTANCES WAS MOST REMARKABLE
1457,TO THE SURPRISE OF ALL AN ESPECIALLY OF LITTLE TIMBERCOPE THE LINE INDICATED A BOTTOM AT A NEARLY UNIFORM DEPTH OF FROM FORTIFYING FIVE FATHOMS AND ALTHOUGH THE SOUNDING WAS PERSEVERED WITH CONTINUOUSLY FOR MORE THAN TWO HOURS
1458,YOU MUST SEE LIEUTENANT I SHOULD THINK THAT WE ARE NOT SO NEAR THE COAST OF ALJARIA AS YOU IMAGINE
1459,AFTER PONDERING THE WHILE HE SAID IF WE WERE FARTHER AWAY I SHOULD EXPECT TO FIND A DEPTH OF TWO OR THREE HUNDRED FATHOMS INSTEAD OF FIVE FATHOMS FIVE FATHOMS
1460,ITS DEPTHS REMAINED INVARIABLE STILL FOUR OR AT MOST FIVE FATHOMS AND ALTHOUGH ITS BOTTOM WAS A SITUATION IT WAS ONLY TO PROVE IT BARON OF MARINE PRODUCTION OF ANY TYPE
1461,NOTHING WAS TO BE DONE BUT TO PUT ABOUT AND RETURN IN DISAPPOINTMENT TOWARD THE NORTH
1462,AT ANOTHER TIME HAROLD ASKED
1463,WHAT IS YOUR COUNTRYL OFF HAD YOU ALWAYS BEEN A THRALL THE THRALL'S EYES FLASHED
1464,TWO HUNDRED WARRIORS TASTES IN HIS HALL AND FOLLOWED HIM TO BATTLE
1465,THE REST OF YOU OFF OF IKING HE HAD THREE SHIPS
1466,THE EASY GAVE TO THREE OF MY BROTHERS
1467,BUT I SAY THAT SPRING AND BUILT ME ABOUT
